Vehicle_Model,Mileage,Reported_Issues,Vehicle_Age,Fuel_Type,Transmission_Type,Odometer_Reading,Service_History,Fuel_Efficiency,Tire_Condition,Brake_Condition,Battery_Status
SUV,76847,2,1,Electric,Automatic,133096,2,17.48427338,Good,Good,Weak
SUV,31031,0,9,Diesel,Automatic,127154,7,18.5033378,Good,Worn Out,Good
Car,45112,5,9,Electric,Manual,138208,6,12.07492601,New,Good,Weak
Truck,76931,1,9,Petrol,Manual,31945,1,12.95304011,Good,Worn Out,New
Van,65788,2,4,Diesel,Manual,136895,9,10.71184432,Worn Out,Worn Out,Weak
Bus,47714,4,6,Electric,Manual,106963,6,12.97410237,Good,Good,Good
SUV,39938,0,7,Diesel,Manual,113320,10,16.14401883,New,New,Good
Truck,72156,1,6,Electric,Manual,75048,3,19.37505397,Worn Out,Good,New
Motorcycle,39152,4,4,Electric,Manual,45257,8,16.47926593,Good,New,Good
SUV,50948,2,1,Electric,Manual,113767,4,17.8886819,Worn Out,Worn Out,Weak
Truck,35716,5,6,Petrol,Automatic,80654,1,17.61530858,New,New,New
Van,58144,1,10,Diesel,Automatic,82173,2,13.51660131,Worn Out,New,Weak
Motorcycle,55040,5,2,Petrol,Manual,122332,2,14.75393621,Worn Out,Good,New
Van,60917,4,2,Petrol,Manual,144320,6,11.0967074,Worn Out,Worn Out,New
SUV,58792,5,8,Petrol,Automatic,110765,1,14.84278544,Good,Worn Out,Good
Car,55750,5,7,Diesel,Manual,29692,7,14.23069773,Good,Worn Out,Good
Bus,58576,3,4,Diesel,Manual,94329,7,12.83093212,New,New,Good
Truck,30468,2,3,Petrol,Automatic,76752,5,12.20133848,Worn Out,Worn Out,New
Motorcycle,55030,0,8,Electric,Automatic,73204,1,11.08879751,Good,Worn Out,Weak
Car,40048,0,5,Petrol,Automatic,89671,7,19.16620836,Good,Worn Out,Good
Bus,62884,5,10,Petrol,Automatic,23161,2,10.29703414,Worn Out,Good,New
Van,60282,5,1,Diesel,Automatic,93733,9,12.65561255,Good,New,Good
Truck,58057,1,2,Electric,Manual,20023,3,17.84452962,Good,Worn Out,Good
Motorcycle,36234,0,2,Petrol,Automatic,97193,9,18.3511694,New,New,Weak
Car,64952,0,2,Diesel,Automatic,51124,10,12.5597247,Worn Out,New,Weak
Van,38755,5,3,Electric,Automatic,101019,6,12.3480795,New,Good,Weak
Motorcycle,34204,2,8,Electric,Manual,1086,5,15.80481899,New,Good,New
Truck,70739,1,7,Diesel,Automatic,91675,3,12.05832983,Worn Out,New,Good
Motorcycle,31085,0,8,Petrol,Automatic,141750,3,19.5100792,New,New,Good
SUV,36340,0,5,Petrol,Automatic,141147,10,13.9658168,New,Worn Out,Good
Van,42400,0,9,Diesel,Manual,148997,8,13.12335984,New,Worn Out,Weak
Truck,70364,4,2,Petrol,Manual,47494,1,14.26072753,Good,New,Weak
Truck,73415,3,2,Petrol,Manual,70395,10,15.09246137,New,Worn Out,Weak
SUV,71676,0,10,Diesel,Manual,134536,6,12.12259573,Worn Out,New,Weak
Car,41809,0,1,Petrol,Manual,54249,6,17.60253526,Good,Good,Weak
Car,37944,5,6,Diesel,Manual,126421,4,10.55912176,Good,Good,Good
Truck,53231,2,1,Diesel,Manual,89272,6,17.22765189,Worn Out,Good,New
Truck,45211,3,2,Diesel,Automatic,120851,9,19.82725368,New,Worn Out,Weak
Truck,68076,5,1,Petrol,Automatic,2841,10,16.54069357,New,Worn Out,New
Car,65283,4,9,Petrol,Manual,110959,2,14.22953056,Worn Out,Worn Out,Good
Motorcycle,31811,4,5,Petrol,Manual,104689,10,17.4407299,Good,Good,New
SUV,44507,2,10,Electric,Manual,54598,8,16.68764431,Worn Out,Good,Good
SUV,58161,0,5,Petrol,Automatic,114941,7,12.73874751,Worn Out,New,Good
Truck,58223,2,1,Diesel,Manual,149939,7,13.39114154,New,Worn Out,Good
Van,39593,5,1,Petrol,Automatic,70019,8,17.91077063,New,Good,Good
SUV,39471,0,10,Electric,Manual,139261,8,19.05527194,Good,Good,Weak
SUV,66695,0,7,Electric,Manual,66099,9,19.13996805,Good,New,New
Bus,46406,1,1,Petrol,Manual,62587,9,10.98016681,Good,Good,New
Truck,55222,3,9,Petrol,Automatic,16624,9,16.13378056,New,New,New
Van,50103,4,8,Electric,Manual,36383,10,10.79356573,Worn Out,Good,Good
Bus,79038,5,1,Diesel,Automatic,92337,7,14.87270291,Worn Out,Good,Good
Car,77064,0,7,Petrol,Automatic,73532,4,12.62936822,New,New,Good
Motorcycle,42221,3,9,Electric,Automatic,124127,1,19.68934511,Worn Out,Worn Out,Weak
Truck,44429,0,9,Petrol,Manual,25462,7,10.65346043,Good,Good,New
Van,74946,0,8,Petrol,Manual,131636,9,12.42237904,Good,Worn Out,Good
Truck,57299,2,4,Electric,Manual,31404,6,19.7786152,New,Good,Weak
Truck,58891,3,6,Electric,Automatic,71222,7,10.60034667,Good,Good,New
Car,77589,2,7,Diesel,Manual,63956,6,10.12012074,Good,Good,New
SUV,32377,1,9,Diesel,Automatic,114965,7,18.3390166,Worn Out,Worn Out,Weak
SUV,36164,0,10,Diesel,Manual,100130,4,19.88443499,Good,Good,Good
Car,48601,3,7,Petrol,Manual,126945,2,15.70729604,Good,Good,Good
Bus,39583,5,5,Electric,Manual,84110,8,13.31549285,Worn Out,New,New
Bus,48678,0,8,Electric,Manual,90383,8,15.40095819,New,Worn Out,Weak
Motorcycle,69892,5,1,Electric,Automatic,145773,1,15.85409244,Good,Good,Weak
Motorcycle,72826,3,8,Petrol,Manual,87047,9,12.33141256,Good,New,Weak
Truck,71705,3,5,Electric,Manual,78788,5,17.07760296,Good,Worn Out,Good
SUV,49091,5,3,Electric,Manual,16755,4,14.16179206,Worn Out,Worn Out,Good
Truck,37113,1,10,Electric,Manual,141573,10,11.32881355,Worn Out,New,Good
Van,41895,3,7,Diesel,Automatic,86341,8,14.75820345,New,Worn Out,Good
SUV,68843,2,2,Diesel,Manual,81567,8,17.83662953,New,Good,New
Car,64317,1,3,Petrol,Automatic,145521,1,17.23127345,Good,Worn Out,Good
Car,58813,0,1,Petrol,Automatic,133757,9,16.22682882,New,New,Good
Truck,40762,2,9,Electric,Manual,146317,5,18.26157079,Good,Worn Out,Weak
Car,35031,4,9,Diesel,Automatic,13322,3,15.53259603,Worn Out,New,Good
Motorcycle,73605,0,1,Diesel,Automatic,107185,9,19.35877289,Worn Out,Good,Good
Car,73303,0,1,Electric,Manual,127876,4,14.48182072,Good,Worn Out,Good
Car,35998,0,4,Petrol,Automatic,134687,8,14.07139541,Good,Good,New
Car,41153,1,3,Diesel,Automatic,105473,9,11.26092325,Worn Out,New,New
Car,52166,3,4,Diesel,Manual,61662,3,19.50512111,Worn Out,Good,Good
Bus,63140,5,6,Electric,Manual,68612,5,10.89834329,Worn Out,Worn Out,Weak
SUV,56181,3,5,Electric,Automatic,146433,1,14.37731629,New,Good,Good
Car,74157,1,9,Diesel,Manual,136479,10,12.61182142,New,Worn Out,Weak
Van,30131,0,2,Diesel,Automatic,8517,2,12.28732547,New,Worn Out,Weak
SUV,57863,0,5,Petrol,Manual,64685,1,11.13814714,Good,New,Weak
Truck,41751,0,10,Diesel,Manual,84475,3,15.36704255,Good,New,New
Truck,60240,2,4,Diesel,Manual,62496,3,15.89999939,New,New,Good
Car,68534,0,7,Diesel,Manual,88018,4,19.5598188,Worn Out,Worn Out,New
Car,41924,5,8,Diesel,Manual,72730,2,14.09765134,New,New,Good
Truck,30358,0,9,Petrol,Automatic,98653,8,17.28921619,New,Good,Weak
Truck,44451,3,9,Electric,Manual,47386,8,16.95169245,New,New,New
Van,43369,2,10,Electric,Manual,38675,3,17.07092627,Good,New,Weak
Car,69025,1,9,Petrol,Manual,114361,4,18.70201676,Good,Worn Out,New
Truck,41070,1,2,Electric,Manual,13491,4,10.9795305,Worn Out,Worn Out,New
Bus,70886,5,10,Electric,Automatic,78273,6,13.79999078,New,Worn Out,Weak
Van,50973,2,9,Diesel,Manual,51296,6,10.3466077,New,Worn Out,Good
Van,43538,2,10,Electric,Automatic,81624,5,18.54806655,New,New,Weak
Van,76783,2,10,Electric,Automatic,88856,10,16.92558316,Good,Worn Out,Good
Truck,51141,4,9,Petrol,Automatic,116105,1,14.85965206,Good,New,New
SUV,42835,5,10,Diesel,Automatic,133753,10,13.28942224,Good,Good,New
Bus,58447,1,3,Petrol,Automatic,72569,6,14.23396864,New,Good,Good
Bus,31912,5,9,Diesel,Manual,86102,9,16.23217603,Worn Out,New,New
Truck,74516,1,5,Diesel,Automatic,109914,2,17.7802489,Worn Out,Worn Out,Good
SUV,32868,1,2,Diesel,Manual,148094,7,10.41065164,Worn Out,Worn Out,Good
Motorcycle,61683,2,7,Petrol,Manual,69608,2,17.3163541,New,Worn Out,New
Truck,38416,4,9,Diesel,Automatic,40123,10,15.28211841,New,Worn Out,New
Motorcycle,69275,5,6,Electric,Automatic,5297,4,10.16252363,New,Good,Good
Motorcycle,37921,1,5,Diesel,Manual,63077,10,15.2872143,New,New,New
SUV,45787,3,1,Electric,Manual,52625,8,10.14862424,Worn Out,Worn Out,Weak
Van,45460,2,3,Electric,Manual,43953,7,11.00453227,Good,Worn Out,New
Bus,49280,5,1,Petrol,Manual,144441,3,15.30372958,New,Good,Weak
Car,66702,1,1,Electric,Automatic,10724,5,16.27919931,New,New,New
Van,32355,4,3,Petrol,Manual,79018,3,19.62050094,Good,Worn Out,Good
Motorcycle,68178,1,4,Electric,Automatic,52866,9,16.84769937,New,Good,Good
Motorcycle,48182,3,1,Diesel,Automatic,133086,4,11.91640112,Worn Out,Good,New
Bus,47313,5,2,Electric,Manual,86986,6,17.94809677,Worn Out,Worn Out,Good
Bus,37677,5,6,Electric,Manual,34769,9,18.54723249,Good,Worn Out,New
Van,35411,2,4,Diesel,Manual,79727,5,13.27115587,New,Worn Out,New
Bus,63660,1,10,Diesel,Automatic,41214,6,19.49896911,New,New,New
Bus,46542,3,2,Diesel,Automatic,108290,5,16.71832119,Good,Worn Out,Weak
Truck,54093,0,8,Diesel,Automatic,63647,3,18.07932836,New,Worn Out,New
Truck,66869,3,8,Electric,Automatic,47022,7,16.22267416,New,Worn Out,New
SUV,30003,5,2,Diesel,Automatic,55006,8,17.00318457,Good,Good,New
Van,53114,4,8,Diesel,Automatic,23349,1,10.07925285,New,Good,New
SUV,76388,1,3,Diesel,Automatic,63311,4,18.21472063,Good,Good,Good
Bus,59594,5,1,Petrol,Automatic,1014,7,16.12658159,Good,Worn Out,Good
Van,74813,5,6,Petrol,Manual,53387,4,19.04228548,Good,Good,Good
Motorcycle,57007,3,9,Diesel,Manual,115118,1,19.99824382,Good,Worn Out,New
Truck,45621,1,7,Petrol,Automatic,18980,8,16.44182449,New,New,Good
Bus,74606,1,10,Electric,Automatic,71223,7,15.3211079,Worn Out,Good,Weak
SUV,64488,0,1,Petrol,Manual,47548,7,14.18710176,New,New,Good
Truck,56174,4,3,Diesel,Automatic,56438,6,14.45421091,Good,New,Good
Van,63844,3,1,Petrol,Manual,88549,1,15.4103591,Worn Out,Good,Good
Motorcycle,56980,1,3,Electric,Automatic,87451,3,16.44713781,Worn Out,Good,Good
SUV,39971,5,4,Electric,Manual,76572,8,11.42501611,New,New,Good
Car,77523,5,10,Petrol,Automatic,98162,4,12.40493147,Worn Out,Worn Out,Good
Van,65535,5,4,Diesel,Manual,48451,3,10.60135034,Good,Good,Good
Van,39410,3,3,Petrol,Automatic,1781,2,16.57311264,Good,New,Weak
Motorcycle,32361,0,3,Diesel,Manual,79374,5,12.6311745,Good,New,Good
SUV,69243,1,9,Petrol,Automatic,81143,7,15.97668755,New,Worn Out,Weak
Van,66934,0,2,Petrol,Manual,16806,5,15.7874832,Good,New,New
Bus,50245,0,6,Electric,Automatic,40249,5,11.95875943,New,Good,Good
Motorcycle,46149,5,2,Electric,Manual,68463,1,15.10626124,New,Worn Out,New
Van,55788,1,7,Petrol,Automatic,20441,7,15.45162515,New,Worn Out,New
Motorcycle,69089,2,6,Diesel,Manual,99058,1,19.40559524,Good,Good,Weak
Car,75384,5,3,Electric,Automatic,18913,4,11.92833332,Good,New,New
Bus,51244,4,5,Petrol,Manual,34619,2,14.93422881,New,Worn Out,Weak
Motorcycle,37557,1,2,Diesel,Manual,65942,2,18.03067564,Good,Good,New
Car,47889,1,3,Diesel,Automatic,81391,4,18.73658249,New,Good,Good
Van,63149,0,9,Diesel,Manual,113159,7,10.20800019,New,Worn Out,Good
Van,34607,5,4,Electric,Automatic,17033,10,17.87190787,Worn Out,Good,Good
Motorcycle,39824,4,1,Petrol,Manual,17484,1,16.14122409,New,Worn Out,Weak
Bus,51738,3,10,Diesel,Manual,72087,8,18.79874918,Worn Out,Worn Out,Weak
Truck,33604,5,2,Electric,Automatic,4061,4,11.30528035,New,New,Good
Bus,30891,0,3,Petrol,Automatic,107486,3,19.16251272,Worn Out,New,New
Van,59165,4,4,Diesel,Manual,15032,7,10.40741114,Worn Out,Good,New
Motorcycle,39654,3,7,Electric,Automatic,51537,5,16.24903309,New,Worn Out,Weak
Bus,72922,3,10,Diesel,Automatic,50345,3,12.1721919,Good,Worn Out,Weak
Truck,65712,3,10,Petrol,Automatic,122960,9,19.82878403,Worn Out,Worn Out,Good
Motorcycle,66975,0,10,Electric,Automatic,13651,2,12.27475481,New,Good,Weak
Car,42216,5,1,Diesel,Manual,5494,4,11.25429695,Worn Out,Worn Out,New
Car,33346,3,4,Diesel,Automatic,47486,6,13.56401095,Good,Worn Out,Weak
Motorcycle,36366,0,9,Electric,Manual,97013,3,19.94347903,Good,Worn Out,New
SUV,41276,4,3,Petrol,Manual,74354,7,16.24208628,New,New,New
Truck,30309,2,2,Petrol,Automatic,83373,7,12.7079227,Worn Out,Worn Out,New
Van,47712,2,6,Diesel,Manual,54593,6,12.75613569,New,New,New
Motorcycle,62929,1,6,Diesel,Manual,13950,2,13.05883246,New,Worn Out,New
Van,73340,0,6,Diesel,Automatic,125780,8,15.17638984,Good,Worn Out,Weak
Car,51761,1,6,Petrol,Automatic,30267,5,19.71054153,Good,New,New
Car,76426,2,7,Electric,Manual,44878,3,13.05259475,Worn Out,Worn Out,Good
Van,41513,5,1,Diesel,Automatic,110291,9,18.68026322,Good,Worn Out,Good
Truck,30619,0,5,Petrol,Automatic,42985,10,12.63199647,New,Worn Out,Weak
Bus,41370,3,2,Petrol,Manual,139644,9,14.38079766,Good,Worn Out,Weak
Car,48840,5,4,Electric,Automatic,94581,9,13.23694691,New,Good,Weak
Car,54499,4,9,Electric,Automatic,123594,1,10.19961745,New,Worn Out,New
SUV,32153,1,10,Electric,Automatic,130364,10,11.89374517,Good,Worn Out,Good
Car,67444,3,8,Diesel,Manual,60688,9,11.69163885,New,New,Weak
Truck,70078,5,3,Petrol,Manual,139183,7,14.62782535,New,New,Good
Truck,56282,0,1,Diesel,Automatic,56384,5,11.60962613,Worn Out,New,Weak
Motorcycle,70814,0,4,Electric,Manual,68458,4,13.11081872,Good,Good,Weak
Truck,75903,2,3,Diesel,Automatic,8122,9,11.28366028,Good,New,Good
Van,50237,0,8,Diesel,Manual,100578,7,10.64778789,Worn Out,New,New
Bus,68002,5,2,Diesel,Manual,6055,2,17.44501018,New,Worn Out,Good
Bus,66902,2,8,Diesel,Automatic,98737,10,13.59634521,Worn Out,Good,Weak
Van,51884,5,10,Diesel,Automatic,37329,9,18.98983418,Good,New,New
Motorcycle,56586,3,4,Diesel,Manual,49564,9,10.05144664,New,New,New
Van,75693,2,6,Petrol,Automatic,92887,1,10.57703481,Good,Worn Out,Good
Bus,56116,1,7,Electric,Automatic,20504,9,10.65886686,New,New,Good
Bus,32353,1,4,Electric,Automatic,30896,5,19.31083607,Good,New,Weak
Van,70325,0,10,Petrol,Automatic,33223,1,18.73692087,Good,Worn Out,New
Truck,42072,0,3,Electric,Manual,6133,1,18.7368465,New,New,Weak
Van,53224,2,10,Diesel,Manual,56128,1,13.24554433,Worn Out,New,Good
Car,40507,4,5,Electric,Manual,127946,8,13.48742051,New,New,Weak
Car,38967,1,2,Petrol,Manual,139128,10,15.93099522,Good,New,Weak
Bus,53734,5,4,Electric,Manual,124507,2,13.29579681,Worn Out,Worn Out,Weak
Motorcycle,76824,1,8,Diesel,Automatic,118862,5,18.91176068,New,Worn Out,Weak
Motorcycle,74169,5,2,Diesel,Manual,42480,7,11.50975052,Worn Out,Good,Weak
Truck,37444,1,6,Petrol,Manual,110119,8,19.72449243,Good,Good,Weak
Motorcycle,67528,5,10,Petrol,Automatic,65720,8,13.3787172,New,Good,Weak
Van,35597,0,9,Petrol,Automatic,89228,2,17.55644085,Worn Out,Good,Weak
Van,78842,3,9,Petrol,Manual,53303,3,15.42684358,New,Good,New
Van,42435,2,4,Petrol,Automatic,92250,2,14.82893075,Good,Worn Out,Good
Car,75559,1,5,Electric,Manual,50371,3,12.12854706,Good,Worn Out,Weak
Bus,34786,0,7,Petrol,Manual,24680,9,17.1707703,New,Good,Weak
Motorcycle,45320,0,2,Electric,Manual,120145,3,19.85028481,Good,Worn Out,New
Bus,38462,5,2,Diesel,Manual,38321,6,12.93817567,Good,Good,Good
Bus,66432,3,5,Diesel,Manual,127663,3,13.36403332,Worn Out,Worn Out,Weak
Motorcycle,55105,1,5,Electric,Manual,15524,7,10.51544248,Worn Out,Good,New
SUV,39072,5,3,Diesel,Manual,102540,6,13.9174856,New,New,New
Van,31168,1,3,Diesel,Manual,92289,4,14.38614002,Good,Worn Out,New
Motorcycle,42570,3,10,Diesel,Automatic,27723,2,16.61989109,Good,Worn Out,New
Truck,60614,0,5,Petrol,Manual,75455,4,19.91149765,New,Good,Good
Truck,64346,4,8,Diesel,Manual,65389,10,18.86184264,New,New,Weak
Bus,73807,5,2,Petrol,Manual,2029,8,15.5970535,New,Good,Good
Motorcycle,49656,5,4,Petrol,Automatic,78773,1,14.50700981,Good,Worn Out,Good
Van,47729,1,7,Petrol,Automatic,125455,6,10.29954829,Good,New,Weak
Truck,30464,3,5,Electric,Automatic,44205,6,19.03685523,New,Worn Out,New
Van,30032,1,4,Diesel,Manual,108683,8,12.74355994,Worn Out,Worn Out,New
Van,70855,4,1,Petrol,Automatic,90137,5,16.51922033,Good,New,Weak
SUV,36461,5,10,Electric,Automatic,48565,5,11.56641344,Good,Worn Out,Good
Bus,67584,2,5,Diesel,Automatic,9370,6,18.80328346,Good,Worn Out,Good
Bus,53762,3,3,Petrol,Manual,13690,10,14.00938429,Worn Out,Worn Out,Weak
Bus,75052,4,10,Diesel,Manual,55671,7,14.47967313,Good,Good,New
Van,51429,5,6,Electric,Manual,32593,7,10.15834071,New,Worn Out,Weak
Motorcycle,64151,5,9,Diesel,Manual,25983,6,10.36537097,Worn Out,Worn Out,New
SUV,78370,2,3,Petrol,Manual,80929,7,16.81986728,Worn Out,Worn Out,Good
Van,70792,2,3,Diesel,Manual,75599,2,17.7678652,Good,New,Weak
Bus,65978,4,10,Petrol,Manual,2815,2,16.93554452,Worn Out,Worn Out,Good
Truck,49179,4,3,Petrol,Manual,140143,2,12.87357927,New,Worn Out,New
Bus,38982,1,8,Diesel,Automatic,95383,4,17.57015703,Worn Out,New,New
Truck,78493,2,5,Petrol,Automatic,64237,9,18.43578776,Worn Out,Worn Out,Weak
SUV,62501,3,5,Petrol,Manual,13630,7,13.90869433,New,Worn Out,Good
Car,49232,0,6,Electric,Automatic,131394,1,10.73166861,New,Worn Out,New
Van,64768,2,10,Electric,Manual,76970,3,19.43618049,New,Good,New
Truck,77071,0,3,Petrol,Manual,42322,6,15.83535571,Worn Out,Worn Out,Good
Motorcycle,43674,5,10,Diesel,Manual,134552,7,11.25529907,Good,Worn Out,Good
SUV,40942,2,5,Diesel,Automatic,81115,9,14.27560984,Worn Out,New,Good
Truck,56793,0,2,Petrol,Automatic,27545,1,13.72225034,Worn Out,Worn Out,Good
Truck,36150,4,2,Diesel,Automatic,45047,3,11.48344977,New,Worn Out,New
Car,67222,4,2,Electric,Manual,100234,4,13.33178387,Good,New,Weak
Car,53060,5,3,Electric,Automatic,139400,3,16.66427023,Good,Good,Weak
SUV,68844,2,1,Electric,Manual,99005,2,16.19864864,New,Worn Out,Good
Van,75852,5,7,Electric,Manual,62334,3,12.72494439,New,Worn Out,Good
Motorcycle,55428,3,3,Diesel,Automatic,24257,8,13.79164554,Worn Out,Worn Out,New
SUV,37419,5,3,Petrol,Automatic,144776,4,14.48145381,New,Good,Good
Bus,49075,3,1,Diesel,Manual,64871,8,18.28052243,New,New,Good
Bus,46259,5,1,Petrol,Manual,125370,1,17.21800526,Worn Out,Good,Good
Truck,47943,5,2,Diesel,Manual,125541,5,16.79642347,New,Worn Out,Weak
Van,49122,4,4,Electric,Automatic,117927,9,10.3997862,Worn Out,Good,Weak
Bus,49856,5,3,Petrol,Manual,3113,1,19.08267463,New,Good,Good
SUV,32122,1,10,Diesel,Manual,16059,7,19.29956301,New,Good,Weak
Truck,51112,2,8,Electric,Manual,148092,6,13.9633429,Worn Out,Worn Out,Good
Car,39059,4,6,Diesel,Automatic,137932,2,11.60371601,New,Good,Weak
Truck,48258,3,4,Electric,Automatic,20175,10,15.2260159,Worn Out,Worn Out,Weak
Van,35964,0,8,Electric,Automatic,63897,4,11.70697074,New,Good,Weak
SUV,71504,0,10,Diesel,Automatic,15621,2,12.12124703,Worn Out,New,Weak
Truck,45793,2,4,Electric,Automatic,34492,5,10.20136073,Good,Worn Out,Good
Van,42990,1,2,Diesel,Automatic,131477,7,19.92431431,New,Good,Good
Motorcycle,66483,1,7,Electric,Manual,98665,8,16.17302476,Worn Out,New,Good
Motorcycle,67925,2,10,Electric,Automatic,144246,4,15.06910098,Good,Good,Good
Bus,76822,1,9,Diesel,Manual,126682,4,16.33039744,Good,Good,Weak
SUV,47736,2,2,Diesel,Manual,28217,1,11.24734749,Worn Out,Worn Out,Weak
Car,79861,1,5,Petrol,Automatic,76690,9,19.8743574,Good,Good,Weak
Car,79258,3,8,Diesel,Manual,32606,3,17.43159344,New,Good,New
SUV,76265,1,7,Petrol,Manual,63805,7,19.28630195,Good,New,New
SUV,54104,1,3,Petrol,Automatic,63298,6,14.31152634,New,Worn Out,New
Van,78033,0,3,Electric,Automatic,25875,2,11.86447896,New,Worn Out,Weak
Van,62996,2,1,Diesel,Manual,78987,3,11.4318834,Worn Out,New,Weak
Truck,43259,2,2,Petrol,Automatic,20798,10,19.20547736,New,Worn Out,Good
Truck,60976,3,8,Petrol,Manual,66271,5,11.74321428,Worn Out,Worn Out,New
Car,70108,0,1,Diesel,Automatic,34661,5,12.22200796,New,Good,New
SUV,42871,4,9,Electric,Manual,35207,8,14.42359125,Good,Good,New
Motorcycle,59540,2,4,Electric,Automatic,17967,8,17.58307415,Good,Good,New
Motorcycle,41485,2,6,Electric,Automatic,103603,6,17.07635066,Worn Out,Good,New
Car,66927,3,2,Diesel,Automatic,140424,9,19.87309856,Worn Out,Worn Out,New
Truck,43182,0,6,Diesel,Manual,21064,9,18.47350378,Worn Out,Good,Weak
Truck,45129,3,5,Electric,Automatic,33920,8,18.91822886,Worn Out,Good,Good
SUV,44310,3,3,Diesel,Manual,14002,9,11.18860514,New,Good,Good
Bus,41500,3,1,Electric,Manual,24900,2,10.981876,Good,New,New
Car,54498,2,1,Petrol,Manual,29569,6,12.8028274,New,New,New
Bus,40731,0,6,Diesel,Automatic,54102,9,16.17318163,Worn Out,Good,New
Car,37552,2,4,Petrol,Automatic,44662,3,13.01156145,Good,New,Good
SUV,44610,4,1,Petrol,Manual,42859,1,19.90274128,Good,Worn Out,New
Van,72195,3,8,Petrol,Manual,101352,9,19.46667983,Worn Out,Worn Out,Weak
SUV,77496,2,6,Electric,Manual,141135,1,18.84666294,New,Worn Out,Good
Van,73068,3,8,Diesel,Automatic,139314,6,18.15131132,Worn Out,New,Weak
Motorcycle,64497,1,2,Diesel,Automatic,120268,10,11.4982987,New,Worn Out,Good
Truck,70364,3,1,Electric,Manual,72278,1,15.79857307,Good,Worn Out,New
SUV,73080,1,5,Diesel,Manual,60292,1,19.40975417,New,Worn Out,Weak
Truck,62773,2,1,Petrol,Automatic,32493,7,14.5697513,Good,Good,Good
Bus,33181,5,10,Diesel,Manual,10695,4,11.26049955,Worn Out,Good,Good
SUV,36045,2,7,Diesel,Manual,112651,9,16.49139526,New,Good,Weak
Truck,68170,3,7,Petrol,Automatic,7924,6,19.55675341,New,Good,New
Bus,71421,2,5,Diesel,Manual,30908,6,19.60243192,New,Good,New
SUV,76494,5,4,Electric,Manual,87847,3,15.56268184,New,Good,New
SUV,38826,5,5,Petrol,Automatic,59133,1,16.65695822,New,New,Weak
Bus,60796,2,9,Petrol,Manual,78235,9,14.04323533,New,New,Good
Motorcycle,68899,5,3,Petrol,Automatic,108446,3,19.42542719,Good,Good,Good
Car,78508,1,4,Petrol,Manual,120980,2,15.84218806,New,New,New
SUV,59927,3,9,Diesel,Automatic,106345,4,13.65244657,Worn Out,New,Weak
Truck,48335,5,1,Electric,Automatic,75855,1,10.51696274,Worn Out,Worn Out,Good
Van,75883,0,9,Petrol,Automatic,130814,9,10.43822357,Good,New,Good
SUV,69451,1,2,Petrol,Automatic,112622,9,13.68943719,Worn Out,Good,Weak
Bus,49879,2,3,Diesel,Automatic,92753,7,11.39731387,Good,Worn Out,Weak
Truck,73428,2,2,Electric,Manual,122041,7,15.58141978,New,Good,Good
SUV,48300,1,4,Petrol,Manual,21289,10,16.06143369,Worn Out,Worn Out,New
Van,62185,0,8,Petrol,Manual,89897,1,15.05832225,Good,Good,Weak
Van,67159,5,4,Diesel,Manual,145545,5,12.89468616,Good,Good,New
Motorcycle,51385,3,9,Electric,Automatic,57975,1,17.70788093,New,Worn Out,Good
Truck,76369,4,8,Electric,Automatic,110671,10,11.20024685,New,Worn Out,New
SUV,31432,0,3,Diesel,Automatic,42339,8,18.38692493,Good,Worn Out,Weak
Motorcycle,47158,2,8,Electric,Manual,108282,7,13.38734923,Worn Out,Worn Out,Weak
Truck,68644,5,4,Petrol,Manual,131569,4,18.88544064,New,Good,Good
Car,76630,0,6,Electric,Manual,43904,7,19.87929186,New,Worn Out,Good
Car,52942,0,2,Diesel,Manual,124086,5,17.05378039,Worn Out,New,Weak
Car,44399,5,6,Diesel,Manual,84598,8,16.20019729,Good,Good,New
Truck,51213,1,4,Petrol,Automatic,81858,4,16.46390032,Worn Out,New,New
Bus,62483,5,6,Electric,Manual,74200,1,10.21781836,New,Good,New
Motorcycle,63779,4,5,Diesel,Manual,26701,7,11.74131356,Good,New,New
Van,66892,5,10,Electric,Automatic,135313,7,10.28551306,New,Good,New
Van,49618,1,2,Diesel,Automatic,9693,8,14.79462179,Good,Good,New
Truck,41863,0,7,Petrol,Automatic,95247,10,13.58270874,Good,Good,Good
Bus,44438,1,5,Diesel,Manual,120279,2,18.52332401,Good,New,Weak
Truck,59966,0,1,Electric,Automatic,13586,6,13.41868023,Good,New,New
SUV,58160,0,9,Petrol,Manual,117738,8,16.1876273,Good,Good,Good
Van,66007,1,6,Diesel,Manual,119795,1,10.17412271,Good,Worn Out,Weak
Van,35294,0,4,Diesel,Manual,120685,2,14.40690949,Worn Out,Worn Out,Good
Bus,56289,2,9,Diesel,Automatic,119779,5,12.87789216,New,Good,New
Truck,31987,3,1,Electric,Automatic,41457,6,15.58479751,Good,Good,Good
SUV,45643,3,8,Electric,Automatic,5660,2,14.1484762,New,Good,Good
SUV,62903,5,8,Petrol,Manual,111302,8,12.55045111,Good,Good,New
SUV,33595,1,3,Diesel,Manual,26583,1,15.39632732,Worn Out,New,New
Car,65561,2,8,Electric,Manual,85925,8,10.2991018,New,Good,New
Van,55967,2,2,Petrol,Automatic,9456,7,13.78539502,Good,New,New
Truck,54188,3,3,Diesel,Automatic,104741,10,13.32869761,Good,New,Weak
